IdCaso,IdCasoRelacionado,DIAH,MESH,ANNOH,REGION,DEPTO_CASO,MUNINICIO_CASO,PRESUNTO_REPONSABLE,DESCRIPCION_PRESUNTO_RESPONSABLE,ArmasGrupoArmado,AbandonoDespojoForzadoTierras,AmenazaIntimidacion,AtaqueContraMisionMedica,ConfinamientoRestriccionMovilidad,DesplazamientoForzado,Extorsion,LesionadosCiviles,Pillaje,Tortura,ViolenciaBasadaGenero,OtroHechoSimultaneo,Capturas,GrupoPertenecenLosCapturados,EscudoHumano,LesionadosCombatientes,TotalMilitares,TotalPolicias,TotalOtrasFuerzasArmadasEstatales,TotalAgentesEstadoSinInformacion,TotalCombatientesFuerzasArmadasDelEstado,TotalCombatientesDeLasGuerrillas,TotalCombatientesDeLosParamilitares,TotalMuertosGrupoPosdesmovilizacion,TotalCombatientesSinInformacion,TotalCombatientesOtrosGruposArmadosOrganizados,TotalCombatientesGruposArmadosOrganizados,TotalCombatientesMuertos,TotalPersonasSinInformacion,TotalCivilesMuertos,TotalCivilesCombatientesMuertos,NumeroVictimasCaso,VentajaMilitar,Estado
1780,Cr003013,21,1,1983,Uraba,Antioquia,San pedro de urabá,Guerrilla,Epl,Arma de fuego - artefacto explosivo,0,0,0,1,0,0,3,1,0,,,0,,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,2,2,Grupos armados organizados,Publicado
2047,Cr003023,28,6,1985,Eje cafetero,Quindio,Génova,Guerrilla,M-19,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,1,0,0,,,0,,0,0,2,8,0,0,10,5,0,0,0,0,5,15,0,2,17,19,Grupos armados organizados,Publicado
2693,Cr003030,3,2,1987,Sur del huila,Huila,Isnos,Guerrilla,Quintín lame,Arma de fuego,0,0,0,0,0,0,0,0,0,,,0,,0,0,1,0,0,0,1,6,0,0,0,0,6,7,0,0,7,7,Fuerzas armadas estatales,Publicado
3350,Cr000038,27,5,1988,Provincia de garcia rovira,Santander,Carcasí,Guerrilla,Eln,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,3,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,2,Grupos armados organizados,Publicado
5860,Cr20175860,3,3,1992,Sur de cesar,Cesar,González,Grupo armado no dirimido,,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
6852,Cr003094,14,12,1992,Catatumbo,Norte de santander,Teorama,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,2,0,0,,,0,,0,3,1,2,0,0,3,0,0,0,0,0,0,3,0,0,3,3,Grupos armados organizados,Publicado
8127,Cr003102,20,3,1994,Norte de antioquia,Antioquia,Angostura,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,6,0,1,0,0,1,4,0,0,0,0,4,5,0,0,5,5,Fuerzas armadas estatales,Publicado
10902,Cr020590,28,1,1997,Atrato,Chocó,Bagadó,Guerrilla,Eln,,0,1,0,0,0,0,2,1,0,,,0,,0,3,0,6,0,0,6,0,0,0,0,0,0,6,0,0,6,6,Grupos armados organizados,Publicado
11932,Cr201711932,11,12,1997,Provincia de guanenta,Santander,Mogotes,Guerrilla,Eln,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,6,6,Grupos armados organizados,Publicado
13041,Cr009075,16,3,1999,Altiplano cundiboyacense,Boyacá,Tasco,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
13199,Cr007155,21,5,1999,Catatumbo,Norte de santander,Sardinata,Guerrilla,Eln,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,6,0,0,,,0,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Grupos armados organizados,Publicado
13865,Cr000186,25,12,1999,Norte del tolima,Tolima,Santa isabel,Guerrilla,Eln,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Grupos armados organizados,Publicado
13973,Cr008032,31,1,2000,Norte del cauca,Cauca,Suárez,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,2,1,0,,,0,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Grupos armados organizados,Publicado
16540,Cr000245,28,9,2001,Macizo colombiano,Cauca,Almaguer,Guerrilla,Farc,Arma de fuego,0,0,0,0,0,0,2,0,0,,,0,,0,6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
16549,Cr048228,29,9,2001,Florencia y area de influencia,Caquetá,La montañita,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,1,0,0,1,0,0,0,0,,,0,,0,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
24926,Cr048280,4,8,2006,Norte del tolima,Tolima,Casabianca,Guerrilla,Farc,Arma de fuego,0,0,0,0,0,0,,1,,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34578,Cr017016,24,6,0,Sin informacion,Sin informacion,Sin informacion,Guerrilla,M-19,Arma de fuego,0,0,0,0,0,0,0,1,0,,,0,,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,Grupos armados organizados,Publicado
34579,Cr014112,23,10,0,Bajo putumayo,Putumayo,San miguel,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,2,6,12,Grupos armados organizados,Publicado
34580,Cr007228,0,3,1958,Norte del cauca,Cauca,Toribío,Bandolerismo,No identificado,Arma de fuego,0,0,0,0,0,0,3,0,0,,,0,,0,0,0,13,0,0,13,0,0,0,0,2,2,15,0,9,24,24,Grupos armados organizados,Publicado
34581,Cr037234,0,0,1961,Altillanura,Meta,Puerto lópez,Bandolerismo,No identificado,Arma de fuego,0,0,0,0,0,0,0,0,0,,Policía nacional,0,,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,Grupos armados organizados,Publicado
34583,Cr041169,7,1,1965,Magdalena medio,Santander,Simacota,Guerrilla,Eln,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,6,0,0,6,0,0,0,0,0,0,6,0,1,7,7,Grupos armados organizados,Publicado
34584,Cr037213,17,3,1965,Norte del cauca,Cauca,Inzá,Guerrilla,Farc,Arma de fuego,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,2,Grupos armados organizados,Publicado
34585,Cr037235,0,0,1970,Norte de antioquia,Antioquia,Ituango,Guerrilla,No identificada,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34586,Cr041188,8,10,1971,Magdalena medio,Cesar,Gamarra,Guerrilla,Eln,Nd,0,0,0,0,0,0,0,0,2,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34587,Cr007245,7,1,1972,Magdalena medio,Bolívar,San pablo,Guerrilla,Eln,Nd,0,1,0,0,0,0,0,1,0,,,0,,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34588,Cr012269,7,1,1972,Magdalena medio,Bolívar,San pablo,Guerrilla,Eln,Material incendiario,0,0,0,0,0,0,0,1,0,,,0,,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,Grupos armados organizados,Publicado
34589,Cr007242,16,1,1972,Nordeste antioqueño,Antioquia,Remedios,Guerrilla,Eln,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,9,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34590,Cr010238,8,6,1975,Magdalena medio,Bolívar,Morales,Desconocido,No aplica,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,Publicado
34592,Cr018885,7,5,1976,Magdalena medio,Bolívar,Simití,Guerrilla,Eln,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,1,1,0,,,0,,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,1,3,3,Grupos armados organizados,Publicado
34594,,13,4,1977,Norte del huila,Huila,Tello,Guerrilla,Farc,Arma de fuego,0,1,0,0,0,0,0,1,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34595,,7,3,1978,Ariari guayabero,Meta,Vistahermosa,Guerrilla,Farc,Nd,0,0,0,0,0,0,2,1,0,,,0,,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34596,,20,3,1978,Alto sinu y san jorge,Córdoba,Montelíbano,Guerrilla,Farc,Arma de fuego,0,0,0,0,0,0,0,1,0,,,0,,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34597,Cr018869,4,7,1978,Alto sinu y san jorge,Córdoba,Montelíbano,Guerrilla,Epl,Arma de fuego,0,0,0,0,0,0,0,1,0,,,0,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,Publicado
34598,,12,7,1978,Alto sinu y san jorge,Córdoba,Tierralta,Guerrilla,Epl,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,1,0,,,6,Epl,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,Grupos armados organizados,Publicado
34599,,3,2,1979,Sur del huila,Huila,Acevedo,Guerrilla,Farc,Arma de fuego,0,0,0,0,0,0,1,1,0,,,0,,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,1,4,4,Ninguno,Publicado
34600,,11,2,1979,Occidente antioqueño,Antioquia,Uramita,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sin información,Publicado
34601,Cr012118,0,0,1981,Sin informacion,Sin informacion,Sin informacion,Guerrilla,M-19,Arma de fuego,0,0,0,0,0,0,4,1,0,,,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,3,6,Grupos armados organizados,Publicado
34602,Cr003010,11,3,1981,Medio putumayo,Putumayo,Mocoa,Guerrilla,M-19,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,1,0,,,0,,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,2,Grupos armados organizados,Publicado
34603,Cr000481,20,7,1981,Amazonia sur-oriental,Caquetá,Solano,Guerrilla,Otra,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34604,Cr018917,22,7,1981,Serrania del perija,Cesar,La jagua de ibirico,Guerrilla,Eln,Arma de fuego - artefacto explosivo,0,1,0,0,0,0,2,1,0,,,0,,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,3,Grupos armados organizados,Publicado
34605,Cr018920,1,11,1981,Amazonia sur-oriental,Caquetá,Solano,Guerrilla,M-19,Arma de fuego - artefacto explosivo,0,1,0,0,0,0,1,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,Publicado
34606,,0,0,1982,Bajo putumayo,Putumayo,Valle del guamuez,Guerrilla,M-19,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sin información,Publicado
34607,Cr003011,2,11,1982,Altiplano cundiboyacense,Cundinamarca,Chía,Guerrilla,M-19,Arma de fuego,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,Publicado
34608,,5,11,1982,Occidente antioqueño,Antioquia,Frontino,Guerrilla,Epl,Nd,0,0,0,0,0,0,2,1,0,,,0,,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,4,4,Grupos armados organizados,Publicado
34609,Cr018942,9,11,1982,Norte de antioquia,Antioquia,Valdivia,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,1,0,,,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34610,Cr018943,11,11,1982,Provincia de velez,Santander,San benito,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34611,Cr003012,14,1,1983,Norte del cauca,Cauca,Toribío,Guerrilla,Farc,Arma de fuego - artefacto explosivo - material incendiario,0,0,0,0,0,0,1,1,0,,Liberación de presos - arengas,0,,0,2,0,2,0,0,2,4,0,0,0,0,4,6,0,0,6,6,Ninguno,Publicado
34613,Cr003014,18,2,1983,Altiplano cundiboyacense,Boyacá,Pauna,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,1,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34614,,13,4,1983,Magdalena medio,Caldas,La dorada,Guerrilla,No identificada,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,Ninguno,Publicado
34615,,24,4,1983,Nordeste antioqueño,Antioquia,Vegachí,Guerrilla,Farc,Arma de fuego,0,0,0,0,0,0,3,1,0,,,0,,0,2,0,1,0,0,1,2,0,0,0,0,2,3,0,0,3,3,Grupos armados organizados,Publicado
34616,,9,5,1983,,Caquetá,Sin informacion,Guerrilla,M-19,Nd,0,0,0,0,0,0,0,1,1,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sin información,Publicado
34617,Cr003015,18,5,1983,Bajo cauca antioqueño,Antioquia,El bagre,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,3,Grupos armados organizados,Publicado
34618,,29,5,1983,Nordeste antioqueño,Antioquia,Maceo,Guerrilla,Farc,Arma de fuego,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34619,Cr006016,10,6,1983,Serrania de los yariguies,Santander,Aguada,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,1,0,,,0,,0,3,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,4,Grupos armados organizados,Publicado
34620,,8,7,1983,Eje cafetero,Caldas,Norcasia,Guerrilla,Farc,Arma de fuego,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34621,,20,7,1983,Nordeste antioqueño,Antioquia,Vegachí,Guerrilla,Eln,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34622,Cr048108,28,7,1983,Provincia comunera,Santander,Suaita,Grupo armado no identificado,No aplica,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34623,Cr048115,28,7,1983,Altiplano cundiboyacense,Cundinamarca,Mosquera,Guerrilla,Eln,Arma de fuego,0,0,0,0,0,0,0,1,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Grupos armados organizados,Publicado
34624,Cr003016,28,7,1983,Provincia comunera,Santander,Suaita,Otro,,Arma de fuego,0,1,0,0,0,0,0,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,Grupos armados organizados,Publicado
34625,Cr006019,12,8,1983,Sur del huila,Huila,Garzón,Guerrilla,M-19,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,1,1,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34626,Cr048381,15,9,1983,Eje cafetero,Caldas,Victoria,Guerrilla,Farc,Material incendiario,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sin información,Publicado
34627,Cr003017,16,9,1983,Eje cafetero,Caldas,Victoria,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,1,0,,17 presos huyeron,0,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,3,3,Fuerzas armadas estatales,Publicado
34628,Cr004916,3,12,1983,Occidente antioqueño,Antioquia,Peque,Guerrilla,Epl,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,2,Grupos armados organizados,Publicado
34629,Cr048131,7,1,1984,Occidente antioqueño,Antioquia,Sabanalarga,Guerrilla,Epl,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,1,0,,,0,,0,1,0,6,0,0,6,0,0,0,0,0,0,6,0,0,6,6,Grupos armados organizados,Publicado
34630,,14,3,1984,Florencia y area de influencia,Caquetá,Florencia,Desconocido,No aplica,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sin información,Publicado
34631,,15,3,1984,Florencia y area de influencia,Caquetá,Florencia,Guerrilla,M-19,Arma de fuego,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34632,,5,4,1984,Norte del cauca,Cauca,Corinto,Guerrilla,M-19,Material incendiario,0,0,0,0,0,0,0,1,0,,,0,,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34633,,19,4,1984,Altiplano cundiboyacense,Cundinamarca,Zipacón,Guerrilla,M-19,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34634,,24,4,1984,Sur del huila,Huila,Acevedo,Guerrilla,M-19,Arma de fuego,0,0,0,0,0,0,0,0,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34635,Cr048138,1,5,1984,Occidente antioqueño,Antioquia,Giraldo,Guerrilla,Epl,Arma de fuego - material incendiario,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,3,Grupos armados organizados,Publicado
34636,,3,7,1984,Occidente antioqueño,Antioquia,Buriticá,Guerrilla,Epl,Arma de fuego,0,0,0,0,0,0,2,0,0,,,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,4,Grupos armados organizados,Publicado
34637,Cr003020,11,8,1984,Sur del valle,Valle del cauca,Yumbo,Guerrilla,M-19,Arma de fuego,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,5,0,0,5,0,0,0,0,0,0,5,0,0,5,10,Grupos armados organizados,Publicado
34638,Cr012141,8,10,1984,Sur del valle,Valle del cauca,Yumbo,Guerrilla,Otra,Nd,0,0,0,0,0,0,11,0,0,,,0,,0,2,0,3,0,0,3,11,0,0,0,0,11,14,0,9,23,46,Fuerzas armadas estatales,Publicado
34639,Cr119001,27,0,1985,Norte del cauca,Cauca,Miranda,Guerrilla,Otra,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,1,0,0,0,1,6,0,0,0,0,6,7,0,0,7,14,Grupos armados organizados,Publicado
34640,Cr003021,4,1,1985,Norte del cauca,Cauca,Santander de quilichao,Guerrilla,Otra,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,1,0,,,0,,0,19,0,0,0,0,0,9,0,0,0,0,9,9,0,1,10,20,Fuerzas armadas estatales,Publicado
34641,Cr018947,19,1,1985,La mojana,Bolívar,Achí,Guerrilla,Otra,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34642,Cr012134,14,4,1985,Norte del cauca,Cauca,Toribío,Guerrilla,Otra,Artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,9,0,5,0,0,5,0,0,0,0,0,0,5,0,0,5,10,Grupos armados organizados,Publicado
34644,Cr003022,20,6,1985,Bajo cauca antioqueño,Antioquia,Cáceres,Guerrilla,Eln,Arma de fuego - artefacto explosivo - material incendiario,0,0,0,1,0,0,1,1,0,,,0,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34646,,1,7,1985,Sur del tolima,Tolima,Rioblanco,Guerrilla,M-19,Arma de fuego - material incendiario,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,4,Grupos armados organizados,Publicado
34647,,5,7,1985,Sur del tolima,Tolima,Rioblanco,Guerrilla,M-19,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sin información,Publicado
34648,,19,10,1985,Suroeste antioqueño,Antioquia,Urrao,Guerrilla,Otra,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,1,0,0,1,2,0,0,0,0,2,3,0,2,5,5,Fuerzas armadas estatales,Publicado
34649,Cr003024,22,10,1985,Norte del cauca,Cauca,Totoró,Guerrilla,Otra,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Grupos armados organizados,Publicado
34650,,2,12,1985,Bajo cauca antioqueño,Antioquia,Zaragoza,Guerrilla,Eln,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,0,1,1,0,0,2,0,0,0,0,0,0,2,0,2,4,2,Grupos armados organizados,Publicado
34651,Cr003026,14,4,1986,Norte del cauca,Cauca,Toribío,Guerrilla,M-19,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Ninguno,Publicado
34652,Cr006048,18,5,1986,Suroeste antioqueño,Antioquia,Caramanta,Guerrilla,No identificada,Arma de fuego,0,0,0,1,0,0,0,1,0,,,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34653,,20,5,1986,Norte del cauca,Cauca,Cajibío,Otro,,Arma de fuego - otro,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,1,0,0,3,0,4,4,0,0,4,4,Grupos armados organizados,Publicado
34654,Cr119004,6,6,1986,Altiplano cundiboyacense,Cundinamarca,Nemocón,Guerrilla,M-19,Artefacto explosivo,0,0,0,0,0,0,2,1,0,,,0,,0,0,3,1,0,0,4,0,0,0,0,0,0,4,0,0,4,4,Grupos armados organizados,Publicado
34655,,20,6,1986,Magdalena medio,Santander,Cimitarra,Otro,,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,9,0,9,9,0,0,9,9,Grupos armados organizados,Publicado
34656,Cr003027,1,8,1986,Suroeste antioqueño,Antioquia,Andes,Guerrilla,Epl,Arma de fuego,0,1,0,0,0,0,3,1,0,,,0,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,Fuerzas armadas estatales,Publicado
34657,Cr003028,10,8,1986,Norte de antioquia,Antioquia,San pedro de los milagros,Guerrilla,Otra,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,2,0,0,2,2,0,0,0,0,2,4,0,1,5,5,Grupos armados organizados,Publicado
34658,Cr003029,15,8,1986,Suroeste antioqueño,Antioquia,Betania,Guerrilla,Eln,Nd,0,0,0,0,0,0,4,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,Publicado
34659,Cr201734659,21,9,1986,Occidente antioqueño,Antioquia,Sopetrán,Guerrilla,Otra,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,5,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,Grupos armados organizados,Publicado
