IdCaso,IdCasoRelacionado,DIAH,MESH,ANNOH,REGION,DEPTO_CASO,MUNINICIO_CASO,PRESUNTO_REPONSABLE,DESCRIPCION_PRESUNTO_RESPONSABLE,ArmasGrupoArmado,AbandonoDespojoForzadoTierras,AmenazaIntimidacion,AtaqueContraMisionMedica,ConfinamientoRestriccionMovilidad,DesplazamientoForzado,Extorsion,LesionadosCiviles,Pillaje,Tortura,ViolenciaBasadaGenero,OtroHechoSimultaneo,Capturas,GrupoPertenecenLosCapturados,EscudoHumano,LesionadosCombatientes,TotalMilitares,TotalPolicias,TotalOtrasFuerzasArmadasEstatales,TotalAgentesEstadoSinInformacion,TotalCombatientesFuerzasArmadasDelEstado,TotalCombatientesDeLasGuerrillas,TotalCombatientesDeLosParamilitares,TotalMuertosGrupoPosdesmovilizacion,TotalCombatientesSinInformacion,TotalCombatientesOtrosGruposArmadosOrganizados,TotalCombatientesGruposArmadosOrganizados,TotalCombatientesMuertos,TotalPersonasSinInformacion,TotalCivilesMuertos,TotalCivilesCombatientesMuertos,NumeroVictimasCaso,VentajaMilitar,Estado
34661,Cr018901,22,11,1986,Sur de bolivar,Bolívar,San martín de loba,Guerrilla,Otra,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,1,0,,1-liberación de presos,0,,1,2,0,5,0,0,5,1,0,0,0,0,1,6,0,1,7,7,Grupos armados organizados,Publicado
34662,Cr020011,26,1,1987,Uraba,Antioquia,Mutatá,Guerrilla,Farc,Nd,0,0,0,0,0,0,1,0,0,,,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Grupos armados organizados,Publicado
34664,Cr047918,7,4,1987,Llanos orientales,Arauca,Puerto rondón,Guerrilla,Eln,Arma de fuego,0,0,0,0,0,0,1,0,0,,,0,,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,1,3,3,Grupos armados organizados,Publicado
34665,Cr003140,10,5,1987,Oriente antioqueño,Antioquia,Argelia,Guerrilla,Eln,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34666,Cr003031,7,8,1987,Sur del huila,Huila,Acevedo,Guerrilla,Farc,Arma de fuego - artefacto explosivo - material incendiario,0,0,0,0,0,0,0,0,0,,,0,,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,2,3,3,Grupos armados organizados,Publicado
34667,Cr003032,9,8,1987,Sur del tolima,Tolima,Ortega,Guerrilla,Coordinadora nacional guerrillera,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34668,Cr003033,26,9,1987,Eje cafetero,Caldas,Risaralda,Guerrilla,Epl,Arma de fuego,0,0,0,0,0,0,7,1,0,,,0,,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,2,Grupos armados organizados,Publicado
34669,Cr003034,29,10,1987,Occidente antioqueño,Antioquia,Cañasgordas,Guerrilla,Epl,Arma de fuego - artefacto explosivo - material incendiario,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,Ninguno,Publicado
34670,Cr003002,19,1,1988,Anden pacifico sur,Cauca,López de micay,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,Grupos armados organizados,Publicado
34671,Cr003003,23,1,1988,Nordeste antioqueño,Antioquia,Yolombó,Guerrilla,Coordinadora guerrillera simón bolívar,Nd,0,0,0,0,0,0,1,0,0,,,0,,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34672,Cr003143,30,1,1988,Provincia de ricaurte,Norte de santander,Cáchira,Guerrilla,Eln,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,7,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,2,Grupos armados organizados,Publicado
34673,,6,2,1988,Suroeste antioqueño,Antioquia,Jericó,Guerrilla,Epl,Nd,0,0,0,0,0,0,1,0,0,,,0,,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34674,,19,2,1988,Ariari guayabero,Meta,Fuente de oro,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,1,0,0,1,0,1,0,1,,,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,2,Grupos armados organizados,Publicado
34675,,1,3,1988,Sur de cesar,Cesar,Pelaya,Agente del estado,Ejército nacional,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,2,2,0,0,4,0,0,0,0,0,0,4,0,0,4,4,Grupos armados organizados,Publicado
34676,Cr003005,22,3,1988,Norte del cauca,Cauca,Caldono,Guerrilla,Coordinadora guerrillera simón bolívar,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,3,3,Grupos armados organizados,Publicado
34677,Cr003006,30,3,1988,Sur del huila,Huila,Garzón,Guerrilla,Coordinadora guerrillera simón bolívar,Nd,0,0,0,0,0,0,3,0,0,,,0,,0,10,0,4,0,0,4,0,0,0,0,0,0,4,0,3,7,7,Grupos armados organizados,Publicado
34678,,7,4,1988,Norte de antioquia,Antioquia,Ituango,Guerrilla,Farc,Nd,0,0,0,0,0,0,7,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,Publicado
34679,,18,4,1988,Serrania del perija,Cesar,Chiriguaná,Guerrilla,Eln,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sin información,Publicado
34680,Cr003007,20,4,1988,Amazonia sur-oriental,Vaupés,Mitú,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,2,0,0,,,2,Grupo armado organizado,0,7,0,0,0,0,0,5,0,0,0,0,5,5,0,0,5,10,Ninguno,Publicado
34681,,10,5,1988,Sur de cesar,Cesar,González,Guerrilla,Coordinadora guerrillera simón bolívar,Nd,0,0,0,0,0,0,1,0,0,,,0,,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34683,,28,5,1988,Cienaga grande de santa marta,Magdalena,Plato,Guerrilla,Eln,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sin información,Publicado
34685,Cr003036,4,6,1988,Suroeste antioqueño,Antioquia,Valparaíso,Guerrilla,Coordinadora guerrillera simón bolívar,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,2,0,0,2,1,0,0,0,0,1,3,0,0,3,3,Grupos armados organizados,Publicado
34686,Cr003035,11,6,1988,Oriente antioqueño,Antioquia,Granada,Guerrilla,Otra,Arma de fuego,0,0,0,0,0,0,4,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,Publicado
34687,,12,7,1988,Oriente antioqueño,Antioquia,San vicente ferrer,Guerrilla,Eln,Nd,0,0,0,0,0,0,2,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,Ninguno,Publicado
34688,Cr003037,14,7,1988,Macizo colombiano,Cauca,La sierra,Guerrilla,M-19,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,2,0,0,2,4,0,0,0,0,4,6,0,2,8,8,Grupos armados organizados,Publicado
34689,Cr039044,18,8,1988,Suroccidente de norte de santander,Norte de santander,Chitagá,Guerrilla,Eln,Material incendiario,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sin información,Publicado
34690,Cr003038,23,8,1988,Alto sinu y san jorge,Córdoba,Tierralta,Guerrilla,Coordinadora nacional guerrillera,Arma de fuego - artefacto explosivo - material incendiario,0,0,0,0,0,0,4,0,0,,,0,,0,8,9,2,0,0,11,15,0,0,0,0,15,26,0,12,38,38,Grupos armados organizados,Publicado
34691,Cr003039,30,8,1988,Norte del huila,Huila,Santa maría,Guerrilla,Farc,Nd,0,0,0,0,0,0,2,0,0,,,0,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34692,Cr003040,8,9,1988,Sierra nevada de santa marta,Magdalena,Santa marta,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,23,Farc,0,4,0,1,0,0,1,3,0,0,0,0,3,4,0,1,5,5,Fuerzas armadas estatales,Publicado
34693,Cr003042,5,10,1988,Magdalena medio,Bolívar,San pablo,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,Publicado
34694,Cr003043,5,10,1988,Magdalena medio,Santander,Puerto wilches,Guerrilla,Farc,Nd,0,0,0,0,0,0,3,0,0,,,0,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Fuerzas armadas estatales,Publicado
34695,,8,11,1988,Sur del valle,Valle del cauca,Florida,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Sin información,Publicado
34696,Cr000043,12,11,1988,Altiplano cundiboyacense,Boyacá,Chita,Guerrilla,Eln,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,6,Grupos armados organizados,Publicado
34697,,29,11,1988,Provincia de soto,Santander,Tona,Guerrilla,Eln,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Grupos armados organizados,Publicado
34698,Cr003045,4,12,1988,Oriente antioqueño,Antioquia,La unión,Guerrilla,Epl,Nd,0,0,0,0,0,0,2,0,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34699,Cr003046,16,12,1988,Norte de antioquia,Antioquia,San andrés de cuerquía,Guerrilla,Epl,Nd,0,0,0,0,0,0,1,1,0,,,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34700,,27,12,1988,Magdalena medio,Bolívar,Simití,Guerrilla,Farc,Nd,0,0,0,0,0,0,1,0,0,,,0,,0,3,0,1,0,0,1,3,0,0,0,0,3,4,0,3,7,7,Grupos armados organizados,Publicado
34701,Cr003047,10,2,1989,Macizo colombiano,Cauca,San sebastián,Guerrilla,Coordinadora guerrillera simón bolívar,Nd,0,0,0,0,0,0,1,0,0,,,0,,0,2,0,5,0,0,5,0,0,0,0,0,0,5,0,0,5,5,Grupos armados organizados,Publicado
34702,Cr003048,25,6,1989,Oriente antioqueño,Antioquia,La unión,Guerrilla,Eln,Nd,0,0,0,0,0,0,1,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,Publicado
34703,Cr003050,25,10,1989,Provincia de ricaurte,Norte de santander,Cáchira,Guerrilla,Eln,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,4,0,1,0,0,1,1,0,0,0,0,1,2,0,0,2,2,Grupos armados organizados,Publicado
34706,Cr003052,16,1,1990,Uraba,Antioquia,Mutatá,Grupo armado no dirimido,,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,6,0,4,0,0,4,0,0,0,0,0,0,4,0,0,4,4,Grupos armados organizados,Publicado
34707,Cr007108,12,7,2000,Norte del huila,Huila,Colombia,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,2,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,Grupos armados organizados,Publicado
34708,Cr018403,7,4,1990,Alto putumayo,Putumayo,Sibundoy,Guerrilla,Coordinadora guerrillera simón bolívar,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,2,5,5,Grupos armados organizados,Publicado
34709,Cr003053,7,4,1990,Alto putumayo,Putumayo,San francisco,Guerrilla,Coordinadora guerrillera simón bolívar,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,2,Grupos armados organizados,Publicado
34710,Cr003141,9,4,1990,Catatumbo,Norte de santander,San calixto,Guerrilla,Eln,Nd,0,0,0,0,0,0,1,0,0,,,0,,0,8,0,6,0,0,6,8,0,0,0,0,8,14,0,0,14,14,Grupos armados organizados,Publicado
34711,Cr003054,20,4,1990,Norte del cauca,Cauca,El tambo,Guerrilla,Farc,Nd,0,0,0,0,0,0,1,1,0,,,0,,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34712,Cr003055,5,6,1990,Montes de maria,Sucre,Chalán,Guerrilla,Eln,Nd,0,0,0,0,0,0,7,0,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34713,Cr018436,29,6,1990,Alto sinu y san jorge,Córdoba,Valencia,Guerrilla,Coordinadora guerrillera simón bolívar,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,Grupos armados organizados,Publicado
34714,Cr003056,13,9,1990,Llanos orientales,Casanare,Hato corozal,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,Arengas,0,,0,3,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,2,Grupos armados organizados,Publicado
34716,Cr003062,24,12,1990,Oriente antioqueño,Antioquia,San carlos,Guerrilla,Coordinadora guerrillera simón bolívar,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,Grupos armados organizados,Publicado
34717,Cr003063,27,12,1990,Serrania del perija,Cesar,San diego,Guerrilla,Coordinadora guerrillera simón bolívar,Nd,0,0,0,0,0,0,2,0,0,,,0,,0,6,0,1,0,0,1,4,0,0,0,0,4,5,0,3,8,8,Grupos armados organizados,Publicado
34718,,30,12,1990,Oriente de boyaca,Boyacá,Campohermoso,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,Grupos armados organizados,Publicado
34719,Cr003064,21,1,1991,Catatumbo,Norte de santander,San calixto,Guerrilla,Coordinadora guerrillera simón bolívar,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34720,Cr003065,5,2,1991,Sur del valle,Valle del cauca,Florida,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,2,0,1,0,0,1,1,0,0,0,0,1,2,0,0,2,2,Grupos armados organizados,Publicado
34721,Cr003066,7,2,1991,Centro de norte de santander,Norte de santander,Arboledas,Guerrilla,Coordinadora guerrillera simón bolívar,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34722,Cr003067,6,3,1991,Ariari guayabero,Guaviare,El retorno,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34723,,8,3,1991,Norte del cauca,Cauca,El tambo,Guerrilla,Coordinadora guerrillera simón bolívar,Nd,0,0,0,0,0,0,1,0,0,,,0,,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34724,Cr003068,17,3,1991,Sur del valle,Valle del cauca,Candelaria,Guerrilla,Farc,Nd,0,0,0,0,0,0,3,0,0,,,0,,0,5,0,3,0,0,3,3,0,0,0,0,3,6,0,1,7,7,Grupos armados organizados,Publicado
34725,Cr003069,20,3,1991,Magdalena medio,Santander,Santa helena del opón,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,3,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,3,Grupos armados organizados,Publicado
34726,Cr003070,30,3,1991,Norte de antioquia,Antioquia,Guadalupe,Guerrilla,Coordinadora guerrillera simón bolívar,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,1,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,Grupos armados organizados,Publicado
34727,Cr003072,17,4,1991,Sur del huila,Huila,Isnos,Guerrilla,Farc,Nd,0,0,0,0,0,0,1,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fuerzas armadas estatales,Publicado
34728,Cr003073,27,4,1991,Provincia de soto,Santander,Charta,Guerrilla,Coordinadora guerrillera simón bolívar,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34729,Cr018466,13,5,1991,Piedemonte llanero,Casanare,Támara,Guerrilla,Coordinadora guerrillera simón bolívar,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,8,0,2,0,0,2,0,0,0,0,0,0,2,0,2,4,4,Grupos armados organizados,Publicado
34730,Cr003074,16,5,1991,Magdalena medio,Bolívar,Morales,Guerrilla,Coordinadora guerrillera simón bolívar,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34731,Cr003075,28,5,1991,Sur del tolima,Tolima,San antonio,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,1,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34732,Cr003077,5,7,1991,Sierra nevada de santa marta,La guajira,San juan del cesar,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,Grupos armados organizados,Publicado
34733,Cr003078,7,7,1991,Macizo colombiano,Cauca,Almaguer,Guerrilla,Coordinadora guerrillera simón bolívar,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,1,0,1,0,0,1,2,0,0,0,0,2,3,0,1,4,4,Grupos armados organizados,Publicado
34735,Cr003080,10,7,1991,Sur de bolivar,Bolívar,San martín de loba,Guerrilla,Coordinadora guerrillera simón bolívar,Nd,0,0,0,0,0,0,1,0,0,,,0,,0,3,0,4,0,0,4,0,0,0,0,0,0,4,0,1,5,5,Grupos armados organizados,Publicado
34736,Cr003090,15,8,1991,Magdalena medio,Bolívar,Santa rosa del sur,Guerrilla,Coordinadora guerrillera simón bolívar,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,3,1,0,,,0,,0,7,0,3,0,0,3,0,0,0,0,0,0,3,0,3,6,6,Fuerzas armadas estatales,Publicado
34737,Cr047919,8,10,1991,Altillanura,Vichada,Santa rosalía,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,1,0,,,0,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34738,Cr003142,8,10,1991,Altillanura,Vichada,La primavera,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34739,Cr003081,17,10,1991,Anden pacifico sur,Cauca,López de micay,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34740,Cr003082,13,11,1991,Sumapaz,Cundinamarca,Pasca,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34741,Cr018313,30,12,1991,Altiplano cundiboyacense,Boyacá,Chita,Guerrilla,Farc,Nd,0,0,0,0,0,0,1,0,0,,,0,,0,5,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,4,Grupos armados organizados,Publicado
34742,Cr000078,12,2,1992,Litoral pacifico,Chocó,Juradó,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34743,Cr003091,19,2,1992,Nordeste antioqueño,Antioquia,Yalí,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Grupos armados organizados,Publicado
34744,Cr003084,18,4,1992,Altiplano cundiboyacense,Boyacá,El cocuy,Guerrilla,Eln,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,2,Grupos armados organizados,Publicado
34745,Cr003085,21,5,1992,Norte del cauca,Cauca,Padilla,Guerrilla,Farc,Nd,0,0,0,0,0,0,1,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34746,Cr003086,2,7,1992,Serrania del perija,Cesar,Chiriguaná,Guerrilla,Eln,Nd,0,0,0,0,0,0,0,0,0,,Suspensión servicio de agua y luz,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34747,Cr018315,29,9,1992,Anden pacifico sur,Nariño,El charco,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,2,Grupos armados organizados,Publicado
34748,,26,10,1992,Uraba,Antioquia,Arboletes,Guerrilla,Farc,Nd,0,0,0,0,0,0,7,0,0,,,0,,0,1,0,3,0,0,3,0,0,0,0,0,0,3,0,1,4,4,Grupos armados organizados,Publicado
34749,Cr003092,12,11,1992,Sur del valle,Valle del cauca,Ginebra,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34750,Cr003095,24,12,1992,Norte de nariño,Nariño,San pablo,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,2,0,2,0,0,2,3,0,0,0,0,3,5,0,0,5,5,Grupos armados organizados,Publicado
34751,Cr007122,25,1,1993,Altiplano cundiboyacense,Boyacá,Tasco,Guerrilla,Coordinadora guerrillera simón bolívar,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34752,Cr003097,26,5,1993,Norte del cauca,Cauca,Caldono,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34753,Cr003098,16,7,1993,Occidente de nariño,Nariño,Samaniego,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,Publicado
34754,Cr007120,28,10,1993,Nordeste antioqueño,Antioquia,Amalfi,Guerrilla,Eln,Nd,0,0,0,0,0,0,3,0,0,,,0,,0,4,0,4,0,0,4,2,0,0,0,0,2,6,0,1,7,7,Grupos armados organizados,Publicado
34755,,29,12,1993,Provincia de garcia rovira,Santander,Carcasí,Guerrilla,Eln,Arma de fuego,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34756,Cr003099,17,1,1994,Provincia de velez,Santander,Florián,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,5,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,2,Grupos armados organizados,Publicado
34757,Cr003100,18,2,1994,Centro de norte de santander,Norte de santander,Cucutilla,Guerrilla,Farc,Nd,0,0,0,0,0,0,1,0,0,,,0,,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,2,Grupos armados organizados,Publicado
34758,Cr003101,7,3,1994,Altiplano cundiboyacense,Boyacá,Tasco,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34760,Cr003103,4,5,1994,Occidente antioqueño,Antioquia,Giraldo,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34761,Cr003104,8,5,1994,Altiplano cundiboyacense,Cundinamarca,Gachalá,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,1,0,,,0,,0,1,0,1,0,0,1,1,0,0,0,0,1,2,0,0,2,2,Grupos armados organizados,Publicado
34762,Cr003105,7,6,1994,Occidente antioqueño,Antioquia,Peque,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34763,Cr007113,17,7,1994,Llanos orientales,Casanare,Pore,Guerrilla,Farc,Arma de fuego,0,0,0,0,0,0,3,1,0,,,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34764,Cr007121,19,7,1994,Sumapaz,Cundinamarca,Pasca,Guerrilla,Farc,Nd,0,0,0,0,1,0,0,1,0,,,0,,0,4,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,3,Grupos armados organizados,Publicado
