IdCaso,IdCasoRelacionado,DIAH,MESH,ANNOH,REGION,DEPTO_CASO,MUNINICIO_CASO,PRESUNTO_REPONSABLE,DESCRIPCION_PRESUNTO_RESPONSABLE,ArmasGrupoArmado,AbandonoDespojoForzadoTierras,AmenazaIntimidacion,AtaqueContraMisionMedica,ConfinamientoRestriccionMovilidad,DesplazamientoForzado,Extorsion,LesionadosCiviles,Pillaje,Tortura,ViolenciaBasadaGenero,OtroHechoSimultaneo,Capturas,GrupoPertenecenLosCapturados,EscudoHumano,LesionadosCombatientes,TotalMilitares,TotalPolicias,TotalOtrasFuerzasArmadasEstatales,TotalAgentesEstadoSinInformacion,TotalCombatientesFuerzasArmadasDelEstado,TotalCombatientesDeLasGuerrillas,TotalCombatientesDeLosParamilitares,TotalMuertosGrupoPosdesmovilizacion,TotalCombatientesSinInformacion,TotalCombatientesOtrosGruposArmadosOrganizados,TotalCombatientesGruposArmadosOrganizados,TotalCombatientesMuertos,TotalPersonasSinInformacion,TotalCivilesMuertos,TotalCivilesCombatientesMuertos,NumeroVictimasCaso,VentajaMilitar,Estado
34873,Cr018520,24,9,1998,Serrania del perija,Cesar,Chimichagua,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34874,Cr018528,28,9,1998,Patia,Cauca,Argelia,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,Publicado
34875,Cr018529,2,10,1998,Altiplano cundiboyacense,Cundinamarca,Quipile,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34876,,11,10,1998,Patia,Nariño,Leiva,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Grupos armados organizados,Publicado
34877,Cr018530,11,10,1998,Provincia de velez,Santander,Albania,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,0,1,0,,Apagón,0,,0,6,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,2,Grupos armados organizados,Publicado
34879,Cr018536,27,10,1998,Catatumbo,Norte de santander,Hacarí,Guerrilla,Farc,Nd,0,0,0,0,0,0,1,0,0,,,0,,0,15,7,2,0,0,9,8,0,0,0,0,8,17,0,0,17,17,Grupos armados organizados,Publicado
34880,Cr018340,1,11,1998,Amazonia sur-oriental,Vaupés,Mitú,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,1,0,0,0,0,,,15,Farc,0,47,21,16,0,0,37,0,0,0,0,0,0,37,0,9,46,46,Grupos armados organizados,Publicado
34881,Cr018341,1,11,1998,Sur del tolima,Tolima,Planadas,Guerrilla,Farc,Nd,0,0,0,0,1,0,0,0,0,,,0,,1,15,6,0,0,0,6,20,0,0,0,0,20,26,0,5,31,31,Sin información,Publicado
34882,,18,11,1998,Macizo colombiano,Cauca,Almaguer,Guerrilla,Eln,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,Grupos armados organizados,Publicado
34883,Cr018538,26,11,1998,Norte del cauca,Cauca,Caldono,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34884,Cr018539,30,11,1998,Oriente antioqueño,Antioquia,Cocorná,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,0,1,0,,,0,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34885,Cr018540,30,11,1998,Oriente antioqueño,Antioquia,San francisco,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,17,0,0,,,0,,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,11,12,12,Grupos armados organizados,Publicado
34886,Cr018541,12,12,1998,Centro del huila,Huila,Algeciras,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,2,1,0,,,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34887,Cr018543,14,12,1998,Norte de nariño,Nariño,San pablo,Guerrilla,Farc,Material incendiario,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,Publicado
34888,Cr048760,25,12,1998,Sur del huila,Huila,Saladoblanco,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,1,0,0,,,0,,0,6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34889,Cr018545,26,12,1998,Serrania del perija,Cesar,Becerril,Guerrilla,Farc,Arma de fuego,0,0,0,1,0,0,1,1,0,,,0,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34890,Cr018546,28,12,1998,Occidente antioqueño,Antioquia,Frontino,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34891,Cr018548,4,1,1999,Norte del cauca,Cauca,Caloto,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,65 reclusos liberados,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34892,Cr018343,5,1,1999,Sierra nevada de santa marta,Cesar,Pueblo bello,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,8,0,2,0,0,2,0,0,0,0,0,0,2,0,1,3,3,Grupos armados organizados,Publicado
34893,Cr018550,27,1,1999,Sumapaz,Cundinamarca,Tibacuy,Guerrilla,Farc,Nd,0,0,0,0,0,0,4,0,0,,,0,,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,Grupos armados organizados,Publicado
34894,Cr018551,6,2,1999,Norte del tolima,Tolima,Villahermosa,Guerrilla,Eln,Nd,0,0,0,0,0,0,1,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34895,Cr018553,10,3,1999,Norte del cauca,Cauca,Piendamó,Guerrilla,Farc,Artefacto explosivo - material incendiario,0,0,0,0,0,0,1,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34896,Cr018555,10,3,1999,Norte del cauca,Cauca,Santander de quilichao,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,7,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34897,Cr018558,19,3,1999,Sur del valle,Valle del cauca,Dagua,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,7,1,0,,,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,2,Grupos armados organizados,Publicado
34899,Cr018344,5,4,1999,Oriente antioqueño,Antioquia,San francisco,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,1,0,1,0,0,,,0,,0,4,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,7,Grupos armados organizados,Publicado
34900,Cr018345,11,4,1999,Nordeste antioqueño,Antioquia,Vegachí,Guerrilla,Farc/eln,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,Ninguno,Publicado
34901,Cr018562,16,4,1999,Altiplano cundiboyacense,Boyacá,Chiscas,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,0,0,3,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34902,Cr048763,17,4,1999,Norte del cauca,Cauca,Cajibío,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34903,Cr018565,17,4,1999,Norte del cauca,Cauca,Morales,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,Publicado
34904,Cr018566,19,4,1999,Llanos orientales,Arauca,Cravo norte,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34905,Cr018567,20,4,1999,Uraba,Chocó,Acandí,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34906,Cr018571,1,5,1999,Occidente antioqueño,Antioquia,Dabeiba,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,Publicado
34907,Cr018573,1,5,1999,Altiplano cundiboyacense,Boyacá,La uvita,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34908,,7,5,1999,Sur del tolima,Tolima,San antonio,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34909,Cr018574,7,5,1999,Macizo colombiano,Cauca,Rosas,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34910,Cr018575,8,5,1999,Sur del tolima,Tolima,San antonio,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,2,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,Publicado
34911,Cr018576,14,5,1999,Llanos orientales,Casanare,Pore,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,0,1,0,,,0,,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,Grupos armados organizados,Publicado
34912,Cr008288,19,5,1999,Norte del cauca,Cauca,Silvia,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,1,0,,,0,,0,1,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,2,Grupos armados organizados,Publicado
34913,Cr021521,24,5,1999,Sur del tolima,Tolima,San antonio,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,0,1,0,,,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34914,Cr018581,29,5,1999,Provincia de soto,Santander,California,Guerrilla,Eln,Artefacto explosivo,0,0,0,0,0,0,3,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34915,Cr018582,31,5,1999,Sierra nevada de santa marta,Cesar,Pueblo bello,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,1,3,6,Grupos armados organizados,Publicado
34916,Cr016029,1,6,1999,Altiplano cundiboyacense,Boyacá,Mongua,Guerrilla,Eln,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,4,0,0,,,0,,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34917,Cr018583,6,6,1999,Sur del tolima,Tolima,Rioblanco,Guerrilla,Farc,Nd,0,0,0,0,0,0,2,0,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34918,Cr018586,8,6,1999,Serrania de los yariguies,Santander,Contratación,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,Publicado
34920,Cr018590,9,7,1999,Centro del huila,Huila,Algeciras,Guerrilla,Farc,Nd,0,0,0,0,0,0,2,1,0,,,0,,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,Grupos armados organizados,Publicado
34921,Cr018349,10,7,1999,Ariari guayabero,Meta,Puerto lleras,Guerrilla,Farc,Nd,0,1,0,1,0,0,15,0,0,,,0,,0,17,4,2,0,0,6,31,0,0,0,0,31,37,0,5,42,43,Grupos armados organizados,Publicado
34924,Cr018350,29,7,1999,Oriente antioqueño,Antioquia,Nariño,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,1,1,0,1,1,9,1,0,,,0,,0,11,0,9,0,0,9,0,0,0,0,0,0,9,0,10,19,19,Grupos armados organizados,Publicado
34926,Cr007055,6,8,1999,Provincia de guanenta,Santander,Onzaga,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,Publicado
34927,Cr018352,13,8,1999,Norte del tolima,Tolima,Casabianca,Guerrilla,Eln,Nd,0,0,0,0,0,0,1,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Sin información,Publicado
34928,Cr007059,24,8,1999,Norte del cauca,Cauca,Cajibío,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,1,0,0,0,0,0,,,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34930,Cr007060,31,8,1999,Llanos orientales,Casanare,Hato corozal,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34931,Cr007063,15,10,1999,Macizo colombiano,Cauca,Timbío,Guerrilla,Farc,Nd,0,0,0,0,0,0,1,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sin información,Publicado
34932,Cr007064,16,11,1999,Norte del huila,Huila,Baraya,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,7,0,1,0,0,1,2,0,0,0,0,2,3,0,0,3,6,Grupos armados organizados,Publicado
34933,Cr007065,29,11,1999,Altiplano cundiboyacense,Boyacá,Paz de río,Guerrilla,Farc,Nd,0,0,0,0,0,0,1,1,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,Publicado
34934,Cr007066,30,11,1999,Altiplano cundiboyacense,Cundinamarca,Quipile,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sin información,Publicado
34936,Cr007067,3,12,1999,Centro del huila,Huila,Gigante,Guerrilla,Farc,Nd,0,0,0,0,0,0,4,1,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,Grupos armados organizados,Publicado
34937,Cr007068,8,12,1999,Catatumbo,Norte de santander,El carmen,Guerrilla,Farc/eln,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,8,0,1,0,0,1,1,0,0,0,0,1,2,0,1,3,3,Grupos armados organizados,Publicado
34938,Cr018356,9,12,1999,Florencia y area de influencia,Caquetá,Curillo,Guerrilla,Farc,Arma de fuego,0,0,0,0,0,0,0,0,0,,,0,,0,1,0,2,0,0,2,0,0,0,0,0,0,2,0,1,3,3,Grupos armados organizados,Publicado
34939,Cr007069,9,12,1999,Centro del huila,Huila,Algeciras,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,1,3,6,Grupos armados organizados,Publicado
34941,Cr007071,12,12,1999,Litoral pacifico,Chocó,Juradó,Guerrilla,Farc,Nd,0,1,0,0,1,0,0,1,3,,,0,,0,37,24,1,0,0,25,0,0,0,0,0,0,25,0,0,25,25,Grupos armados organizados,Publicado
34943,Cr007205,11,1,2000,Sur de nariño,Nariño,Puerres,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,2,1,0,,,0,,0,1,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,4,Grupos armados organizados,Publicado
34944,Cr007076,11,1,2000,Sur de nariño,Nariño,Córdoba,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34945,Cr007083,7,3,2000,Patia,Cauca,Patía,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34946,Cr007084,9,3,2000,Norte del cauca,Cauca,Santander de quilichao,Guerrilla,Farc,Artefacto explosivo - material incendiario,0,0,0,0,0,0,0,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34947,Cr007085,20,3,2000,Sur del tolima,Tolima,Alpujarra,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34948,Cr018359,25,3,2000,Atrato,Antioquia,Vigía del fuerte,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,1,0,0,0,0,1,0,,Ocultamiento de cadáver,0,,0,5,0,21,0,0,21,3,0,0,0,0,3,24,0,9,33,33,Grupos armados organizados,Publicado
34950,Cr007093,26,6,2000,Centro del huila,Huila,Algeciras,Guerrilla,Farc,Nd,0,0,0,0,0,0,2,0,0,,,0,,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,4,Grupos armados organizados,Publicado
34952,Cr007095,7,7,2000,Sur del valle,Valle del cauca,Pradera,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,4,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sin información,Publicado
34953,Cr018362,11,7,2000,Norte del huila,Huila,Santa maría,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,15,1,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34954,Cr007097,21,7,2000,La mojana,Bolívar,Montecristo,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,10,0,0,,,0,,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,Grupos armados organizados,Publicado
34956,Cr007098,27,7,2000,Norte del cauca,Cauca,Puerto tejada,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34957,Cr018364,29,7,2000,Eje cafetero,Caldas,Pensilvania,Guerrilla,Farc,Nd,0,0,0,0,1,0,0,1,0,,,0,,0,0,0,13,0,0,13,0,0,0,0,0,0,13,0,4,17,16,Grupos armados organizados,Publicado
34958,Cr018365,5,8,2000,Atrato,Chocó,El carmen de atrato,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,0,1,0,,,0,,0,2,5,3,0,0,8,3,0,0,0,0,3,11,0,2,13,13,Grupos armados organizados,Publicado
34960,Cr018366,29,8,2000,Norte del cauca,Cauca,Santander de quilichao,Guerrilla,Farc,Nd,0,0,0,0,0,0,1,0,0,,,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,3,3,Grupos armados organizados,Publicado
34962,Cr008080,29,8,2000,Sur del valle,Valle del cauca,Palmira,Guerrilla,"Disidencia m-19 ""jaime bateman cayón""",Artefacto explosivo,0,0,0,0,0,0,2,0,0,,,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34971,Cr002001,19,11,2000,Altiplano cundiboyacense,Cundinamarca,Quipile,Guerrilla,Farc,Nd,0,0,0,0,0,0,7,1,0,,,0,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34972,Cr002003,6,12,2000,Anden pacifico sur,Valle del cauca,Buenaventura,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,1,0,,,0,,0,1,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,6,Grupos armados organizados,Publicado
34978,Cr018371,12,12,2000,Norte de nariño,Nariño,Albán,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,1,0,0,1,1,0,0,0,0,1,2,0,1,3,3,Ninguno,Publicado
34979,Cr002005,19,12,2000,Nordeste antioqueño,Antioquia,Yolombó,Guerrilla,Eln,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,4,1,0,,,0,,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,2,4,Fuerzas armadas estatales,Publicado
34980,Cr201734980,26,12,2000,Altiplano cundiboyacense,Cundinamarca,Guayabal de síquima,Guerrilla,Farc,,0,0,0,0,0,0,3,1,0,,,0,,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,2,Grupos armados organizados,Publicado
34981,Cr002010,9,3,2001,Norte de nariño,Nariño,San pablo,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,1,1,0,,,0,,0,2,0,6,0,0,6,0,0,0,0,0,0,6,0,0,6,6,Grupos armados organizados,Publicado
34982,Cr018372,16,3,2001,Anden pacifico sur,Nariño,Olaya herrera,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,1,0,0,,,0,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,Grupos armados organizados,Publicado
34983,Cr002011,31,3,2001,Macizo colombiano,Cauca,Almaguer,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34987,Cr002015,6,6,2001,Centro del huila,Huila,Algeciras,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34988,Cr048191,9,6,2001,Oriente antioqueño,Antioquia,Sonsón,Guerrilla,Farc,Arma de fuego,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,Publicado
34991,Cr048255,11,8,2001,Norte del tolima,Tolima,Santa isabel,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sin información,Publicado
34992,Cr018375,11,8,2001,Norte del tolima,Tolima,Anzoátegui,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,3,1,0,,,0,,0,6,0,2,0,0,2,22,0,0,0,0,22,24,0,1,25,25,Grupos armados organizados,Publicado
34993,Cr002021,17,8,2001,Montes de maria,Sucre,Los palmitos,Agente del estado,Infantería de marina,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,2,Grupos armados organizados,Publicado
34994,Cr002086,28,9,2001,Sur del huila,Huila,Acevedo,Guerrilla,Farc,Nd,0,0,0,0,0,0,3,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Grupos armados organizados,Publicado
34995,Cr014146,29,9,2001,Florencia y area de influencia,Caquetá,La montañita,Guerrilla,Farc,Nd,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sin información,Publicado
34996,Cr018377,8,10,2001,Norte de nariño,Nariño,Albán,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34997,Cr002028,10,10,2001,Sur del valle,Valle del cauca,Florida,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
34999,Cr011023,19,10,2001,Norte del tolima,Tolima,Ibagué,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,1,0,0,,,0,,0,2,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,6,Grupos armados organizados,Publicado
35000,Cr002030,25,10,2001,Eje cafetero,Quindio,Pijao,Guerrilla,Farc,Nd,0,0,0,0,0,0,10,1,0,,,0,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
35001,Cr002033,2,12,2001,Eje cafetero,Caldas,Riosucio,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,3,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Ninguno,Publicado
35002,Cr002034,12,12,2001,Norte del cauca,Cauca,Inzá,Guerrilla,Farc,Artefacto explosivo,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,3,Grupos armados organizados,Publicado
35004,Cr018379,13,1,2002,Norte de nariño,Nariño,Albán,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,1,1,1,0,0,1,9,,,0,,0,0,0,9,0,0,9,0,0,0,0,0,0,9,0,1,10,10,Grupos armados organizados,Publicado
35006,Cr002036,25,1,2002,Norte del tolima,Tolima,Murillo,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,2,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grupos armados organizados,Publicado
35007,Cr018382,25,2,2002,Oriente de boyaca,Boyacá,Aquitania,Guerrilla,Farc,Arma de fuego - artefacto explosivo,0,0,0,0,0,0,1,1,0,,,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,2,Grupos armados organizados,Publicado
